Date,High,Low,Open,Close,Volume,Adj Close
2021-08-18,695.77001953125,669.3499755859375,669.75,688.989990234375,20349400,688.989990234375
2021-08-19,686.5499877929688,667.5900268554688,678.2100219726562,673.469970703125,14313500,673.469970703125
2021-08-20,692.1300048828125,673.7000122070312,682.8499755859375,680.260009765625,14781800,680.260009765625
2021-08-23,712.1300048828125,680.75,685.4400024414062,706.2999877929688,20264900,706.2999877929688
2021-08-24,715.219970703125,702.6400146484375,710.6799926757812,708.489990234375,13083100,708.489990234375
2021-08-25,716.969970703125,704.0,707.030029296875,711.2000122070312,12645600,711.2000122070312
2021-08-26,715.4000244140625,697.6199951171875,708.3099975585938,701.1599731445312,13214300,701.1599731445312
2021-08-27,715.0,702.0999755859375,705.0,711.9199829101562,13762100,711.9199829101562
2021-08-30,731.0,712.72998046875,714.719970703125,730.9099731445312,18604200,730.9099731445312
2021-08-31,740.3900146484375,726.4400024414062,733.0,735.719970703125,20855400,735.719970703125
2021-09-01,741.989990234375,731.27001953125,734.0800170898438,734.0900268554688,13204300,734.0900268554688
2021-09-02,740.969970703125,730.5399780273438,734.5,732.3900146484375,12777300,732.3900146484375
2021-09-03,734.0,724.2000122070312,732.25,733.5700073242188,15246100,733.5700073242188
2021-09-07,760.2000122070312,739.260009765625,740.0,752.9199829101562,20039800,752.9199829101562
2021-09-08,764.4500122070312,740.77001953125,761.5800170898438,753.8699951171875,18793000,753.8699951171875
2021-09-09,762.0999755859375,751.6300048828125,753.4099731445312,754.8599853515625,14077700,754.8599853515625
2021-09-10,762.6099853515625,734.52001953125,759.5999755859375,736.27001953125,15114300,736.27001953125
2021-09-13,744.780029296875,708.8499755859375,740.2100219726562,743.0,22952500,743.0
2021-09-14,754.469970703125,736.4000244140625,742.5700073242188,744.489990234375,18524900,744.489990234375
2021-09-15,756.8599853515625,738.3599853515625,745.0,755.8300170898438,15357700,755.8300170898438
2021-09-16,758.9099731445312,747.6099853515625,752.8300170898438,756.989990234375,13923400,756.989990234375
2021-09-17,761.0399780273438,750.0,757.1500244140625,759.489990234375,28204200,759.489990234375
2021-09-20,742.0,718.6199951171875,734.5599975585938,730.1699829101562,24757700,730.1699829101562
2021-09-21,744.739990234375,730.4400024414062,734.7899780273438,739.3800048828125,16330700,739.3800048828125
2021-09-22,753.6699829101562,739.1199951171875,743.530029296875,751.9400024414062,15126300,751.9400024414062
2021-09-23,758.2000122070312,747.9199829101562,755.0,753.6400146484375,11947500,753.6400146484375
2021-09-24,774.7999877929688,744.5599975585938,745.8900146484375,774.3900146484375,21373000,774.3900146484375
2021-09-27,799.0,769.3099975585938,773.1199951171875,791.3599853515625,28070700,791.3599853515625
2021-09-28,795.6400146484375,766.1799926757812,787.2000122070312,777.5599975585938,25381400,777.5599975585938
2021-09-29,793.5,770.6799926757812,779.7999877929688,781.3099975585938,20942900,781.3099975585938
2021-09-30,789.1300048828125,775.0,781.0,775.47998046875,17956000,775.47998046875
2021-10-01,780.780029296875,763.5900268554688,778.4000244140625,775.219970703125,17031400,775.219970703125
2021-10-04,806.969970703125,776.1199951171875,796.5,781.530029296875,30483300,781.530029296875
2021-10-05,797.3099975585938,774.2000122070312,784.7999877929688,780.5900268554688,18432600,780.5900268554688
2021-10-06,786.6599731445312,773.219970703125,776.2000122070312,782.75,14632800,782.75
2021-10-07,805.0,783.3800048828125,785.4600219726562,793.6099853515625,19195800,793.6099853515625
2021-10-08,796.3800048828125,780.9099731445312,796.2100219726562,785.489990234375,16711100,785.489990234375
2021-10-11,801.239990234375,785.5,787.6500244140625,791.9400024414062,14200300,791.9400024414062
2021-10-12,812.3200073242188,796.5700073242188,800.9299926757812,805.719970703125,22020000,805.719970703125
2021-10-13,815.4099731445312,805.780029296875,810.469970703125,811.0800170898438,14120100,811.0800170898438
2021-10-14,820.25,813.3499755859375,815.489990234375,818.3200073242188,12247200,818.3200073242188
2021-10-15,843.2100219726562,822.3499755859375,823.739990234375,843.030029296875,18818000,843.030029296875
2021-10-18,875.260009765625,851.469970703125,851.7899780273438,870.1099853515625,24207200,870.1099853515625
2021-10-19,877.9500122070312,862.510009765625,877.530029296875,864.27001953125,17381100,864.27001953125
2021-10-20,869.489990234375,857.3800048828125,865.3499755859375,865.7999877929688,14032100,865.7999877929688
2021-10-21,900.0,855.5,856.0,894.0,31481500,894.0
2021-10-22,910.0,890.9600219726562,895.5,909.6799926757812,22880800,909.6799926757812
2021-10-25,1045.02001953125,944.2000122070312,950.530029296875,1024.8599853515625,62852100,1024.8599853515625
2021-10-26,1094.93994140625,1001.4400024414062,1024.68994140625,1018.4299926757812,62415000,1018.4299926757812
2021-10-27,1070.8800048828125,1030.780029296875,1039.6600341796875,1037.8599853515625,38526500,1037.8599853515625
2021-10-28,1081.0,1054.199951171875,1068.31005859375,1077.0400390625,27213200,1077.0400390625
2021-10-29,1115.2099609375,1073.2099609375,1081.8599853515625,1114.0,29918400,1114.0
2021-11-01,1209.75,1118.6600341796875,1145.0,1208.5899658203125,56048700,1208.5899658203125
2021-11-02,1208.5899658203125,1146.0,1159.3599853515625,1172.0,42737800,1172.0
2021-11-03,1215.3900146484375,1152.6199951171875,1177.3299560546875,1213.8599853515625,34628500,1213.8599853515625
2021-11-04,1243.489990234375,1217.0,1234.4100341796875,1229.9100341796875,25397400,1229.9100341796875
2021-11-05,1239.8699951171875,1208.0,1228.0,1222.0899658203125,21579900,1222.0899658203125
2021-11-08,1197.0,1133.0,1149.7900390625,1162.93994140625,33445700,1162.93994140625
2021-11-09,1174.5,1011.52001953125,1173.5999755859375,1023.5,59105800,1023.5
2021-11-10,1078.0999755859375,987.3099975585938,1010.4099731445312,1067.949951171875,42802700,1067.949951171875
2021-11-11,1104.969970703125,1054.6800537109375,1102.77001953125,1063.510009765625,22396600,1063.510009765625
2021-11-12,1054.5,1019.2000122070312,1047.5,1033.4200439453125,25182300,1033.4200439453125
2021-11-15,1031.97998046875,978.6423950195312,1017.6300048828125,1013.3900146484375,34052728,1013.3900146484375
